SaleID,ProductKey,CustomerKey,DateKey,SalesAmount,Quantity,Timestamp
ce462655-3852-4898-b927-c018b4b9dac1,42,958,20241108,581.96,29,2024-11-08 17:33:00
9d4c49dd-26c2-49ad-b6c5-5625a8b53857,6,432,20240622,1525.73,30,2024-06-22 07:36:00
b805b1aa-734c-4f43-b043-b962119d23ea,17,790,20241115,148.59,44,2024-11-15 18:18:00
f2237e29-a380-4b52-bb2d-c4699d333b91,1,390,20240622,190.84,24,2024-06-22 20:14:00
6654b1f5-1650-44d9-b576-137dc0d710a0,39,816,20240705,810.3,9,2024-07-05 02:51:00
efe2b0fd-ff42-47e0-a3d3-596f40e57e07,13,955,20241116,1921.64,45,2024-11-16 17:36:00
9fd6592e-51d2-47aa-b5a2-6a779db2b3d2,30,673,20241007,810.58,13,2024-10-07 12:46:00
e2c34c5a-18e0-44c6-87b9-3026a1d56f61,19,225,20241010,944.71,43,2024-10-10 02:15:00
d8e236b8-4bbf-4e63-8544-54e21526aabb,27,178,20240705,1621.67,12,2024-07-05 02:52:00
56033c89-94ce-4b8a-bf22-05f5313541e9,32,992,20241025,725.72,16,2024-10-25 23:17:00
f8d89e28-07af-4f44-9e07-a83ab7228db8,6,838,20240709,170.53,50,2024-07-09 07:57:00
a6a7dd47-2c55-454f-8f8f-e7890d729811,19,197,20240919,847.78,1,2024-09-19 04:35:00
15236e7e-041e-4f43-95b3-22691485bc33,2,910,20240731,586.63,7,2024-07-31 03:53:00
91e7fc59-4a3a-4f52-93d5-8b04337f6349,10,595,20241020,1290.08,47,2024-10-20 00:33:00
884f702a-5c9c-426d-ac2c-2cbf43a816ff,7,502,20240801,1027.42,32,2024-08-01 02:58:00
f8e716bc-35eb-4fda-96c2-5a13e3afb336,21,219,20240809,1275.15,9,2024-08-09 05:02:00
3852c8ce-e757-4545-a2f9-116c5c044bbd,1,990,20240911,91.38,6,2024-09-11 09:57:00
b2ec0db6-9331-49d0-b739-3e369d972e9e,46,60,20240907,265.11,39,2024-09-07 08:28:00
ea39ef04-cd4a-47f2-8edf-2cad7d3f6a45,10,219,20241003,1969.99,8,2024-10-03 05:36:00
d2f5c3e9-4841-40a8-a165-239230c0c669,32,655,20240709,1649.13,17,2024-07-09 18:44:00
bf761c0f-9232-4dbb-8351-9c4b5b365ad4,25,513,20240805,691.78,50,2024-08-05 01:17:00
d12e6731-7d9f-4325-a650-31a1d446bc63,15,463,20240603,1052.68,43,2024-06-03 15:48:00
a189e19b-e0ae-4252-8729-7a9ac98e7fb5,41,587,20240906,1556.93,24,2024-09-06 01:55:00
6bc4588c-5a1a-4769-9f3e-f51464b4fb2f,11,34,20240927,1590.88,19,2024-09-27 01:07:00
e0c729a2-b666-453f-a413-9f85ddffc783,17,63,20240923,778.67,37,2024-09-23 21:05:00
aa2e0734-2692-4443-89c5-7d70356ba9ac,31,660,20241103,1850.28,22,2024-11-03 21:25:00
0e9322f8-92b7-4471-b675-ee7572540df3,50,538,20241117,1669.96,50,2024-11-17 14:32:00
4a60a347-0508-4a6e-bc84-e42164801d68,16,172,20240725,76.93,46,2024-07-25 03:14:00
f7cbffc2-3938-4609-aab6-de2dd6b6bb86,4,166,20241119,1629.51,28,2024-11-19 12:48:00
21a59756-e74f-4b40-bc17-754ff2965175,11,555,20240702,1502.15,1,2024-07-02 17:36:00
2ff79432-7fad-44f2-9634-c2bf7da8e9d7,43,367,20241005,1304.7,9,2024-10-05 18:58:00
64dedfbe-0c26-4f3f-8906-77b12bd33ece,15,477,20240703,141.84,41,2024-07-03 14:03:00
57931de4-bf64-40bc-8c07-a8afded16c66,36,38,20241006,1813.16,27,2024-10-06 16:41:00
09fa18e4-3351-49f1-9805-f5f748e57ae5,23,547,20240817,1263.16,37,2024-08-17 05:16:00
586839dd-7280-48c3-b809-f749c20f45b2,1,423,20241015,1456.14,27,2024-10-15 06:28:00
01250bfc-81d0-475a-858e-2f866db1bffb,15,840,20240807,508.76,32,2024-08-07 09:47:00
d9aa118d-4400-4c8e-9e8f-fd58402d4c58,24,393,20240920,1885.0,43,2024-09-20 10:17:00
d45c238b-30e5-4236-a071-9a0c646443d8,9,395,20241004,1396.4,40,2024-10-04 23:21:00
fd7d93cd-4fdf-4f65-ba17-9403b7edbeeb,2,285,20240805,844.56,19,2024-08-05 23:45:00
585627b3-5e92-4b5c-8f0c-5638024c3776,7,255,20240914,1755.93,39,2024-09-14 10:14:00
dfb99330-e676-4823-a27f-d44b955a61e6,40,206,20241117,1999.04,9,2024-11-17 23:07:00
c28dbfef-ed78-4b06-921a-2ae4a92c4653,4,591,20240618,711.2,30,2024-06-18 01:09:00
a83acee6-69dc-4b97-a00e-ffd593568c3e,39,338,20240602,524.49,24,2024-06-02 12:59:00
9bc4059c-aa4a-4e3d-ad29-22e0cee86645,22,58,20240716,757.79,9,2024-07-16 11:22:00
a09ecc0c-42cc-43e0-9c8f-2ddf9622f6a8,33,531,20240621,1764.41,43,2024-06-21 01:02:00
eaf7b86e-d4b1-4953-ae14-c136b0596d15,23,499,20240723,1762.96,13,2024-07-23 19:56:00
7682ec16-e3b0-4f0f-8068-4baf638ea442,32,844,20240827,1242.79,42,2024-08-27 08:15:00
d6e2c67e-bfd4-4568-a34f-4358c215b1c6,46,878,20240820,887.35,5,2024-08-20 02:18:00
2cdbc4be-721f-4cd6-879a-50eba74136f6,26,749,20240820,732.2,5,2024-08-20 18:48:00
cd2872d6-0fe9-41ea-8e1c-5832f745d973,26,365,20240913,317.1,6,2024-09-13 20:55:00
37b024bc-b9af-416b-82cc-1a69dc0b81de,5,65,20240925,791.08,5,2024-09-25 10:14:00
1d2c932a-869b-4d85-be79-c699c822f424,48,854,20240605,1576.27,44,2024-06-05 07:21:00
ce55edbf-a2bd-4297-866d-3f9102989244,7,283,20241025,1360.31,4,2024-10-25 20:57:00
e2825d09-285d-4852-a11e-786cc5a67706,34,763,20240828,1328.52,32,2024-08-28 00:38:00
6a3ad7d0-054c-4f34-945f-9984979c83c8,41,583,20241004,274.27,49,2024-10-04 07:25:00
bb7d478c-7cdf-4683-b18b-70fe1ffec914,3,808,20240922,931.07,14,2024-09-22 22:18:00
78be1d0c-1374-44f0-ad5c-c4e81cbfcde4,35,139,20240822,1265.97,36,2024-08-22 07:33:00
58535162-81e9-4161-ab73-8959314ac916,48,830,20240629,730.26,48,2024-06-29 15:31:00
114f69b7-0557-45e1-a8b6-bd574278fead,11,310,20240720,467.04,38,2024-07-20 13:57:00
b3c36b2d-16d7-4e82-85d2-be47b7ef5766,13,430,20240929,1825.56,7,2024-09-29 18:08:00
9d02314b-f157-4897-baa2-d7c793f71192,29,396,20240706,1128.17,6,2024-07-06 00:07:00
f1823964-ed68-43b2-83ee-8e0422b676fb,9,736,20241017,1507.65,11,2024-10-17 10:15:00
d362f521-2707-4116-9d06-c788698dc79e,49,285,20240912,195.98,48,2024-09-12 20:17:00
2d105c6f-9656-4b17-890d-c78b6e570e1b,14,173,20240818,648.23,37,2024-08-18 14:02:00
8338ade6-9a74-4c53-857c-2ed3dc4d05b9,40,240,20240610,454.5,47,2024-06-10 21:03:00
02c1dbe9-adf9-4200-9e7f-8a0b0b5bd277,21,738,20240806,158.38,33,2024-08-06 02:25:00
dac478c6-6146-435d-a4f4-a375c59fa7e3,20,753,20241022,895.42,43,2024-10-22 01:49:00
ddc672ec-3ddb-4956-896e-928100df5f59,37,54,20240730,756.11,48,2024-07-30 22:55:00
7be369be-0aa7-47a2-9289-97ad39cc1c75,6,544,20240928,440.47,24,2024-09-28 10:09:00
352127bd-9c03-497c-819c-d7b382dcabba,17,468,20240728,302.41,29,2024-07-28 13:48:00
afe199ac-260a-4606-bd4f-be237e078555,12,966,20240911,346.42,46,2024-09-11 22:34:00
54dc2680-5e4f-42cd-a066-cc57cdf04bd0,30,581,20241102,1154.3,7,2024-11-02 22:51:00
0b30d468-14fd-48c6-8ab5-462ea67c4541,25,471,20240812,1684.02,5,2024-08-12 21:44:00
8ea2232b-a1a1-4ac4-a085-651616aaf6df,3,453,20240611,390.2,10,2024-06-11 14:57:00
f08c1f1d-6882-4118-b3cd-c077c2e51943,2,424,20240616,391.97,14,2024-06-16 00:46:00
b334b53a-344e-4d4a-a5d2-9b04c60a4665,28,181,20240725,1296.95,22,2024-07-25 23:36:00
8bc6e0c8-a2a4-4cf2-b8a7-abb49f7426b2,40,143,20240614,1931.63,23,2024-06-14 17:17:00
c635140b-bbdd-4aa0-b12d-5f278c9d78b5,38,82,20241102,1000.84,2,2024-11-02 05:30:00
8c253e60-c403-4c13-b745-ada6820b506a,25,959,20240830,1994.26,10,2024-08-30 19:51:00
0bc293f7-758a-46bd-8276-1a9cf31ff9b5,2,199,20240611,1951.98,22,2024-06-11 18:17:00
edcf9398-e7a0-44be-b5c8-714e453c480c,30,698,20240906,1342.2,5,2024-09-06 12:32:00
32a2d11b-df32-4af2-981d-4667ab7792f6,35,969,20240630,979.41,23,2024-06-30 10:14:00
863ae4b9-f5b7-4296-ac9b-3ca2a77220c1,48,253,20240920,1261.43,5,2024-09-20 11:55:00
d718b309-bad6-4c80-ac62-09ce91fe7c2b,5,562,20241014,212.05,20,2024-10-14 11:21:00
0d7ec861-2883-4692-a2f4-a0b4967fed4f,19,318,20240822,461.93,5,2024-08-22 19:22:00
2e7eb9b7-2cd9-48e5-b12c-840965705ff4,33,964,20240720,1659.99,26,2024-07-20 20:59:00
f88e997a-65bc-4e3c-966f-7d8796f83c5d,30,256,20240816,40458.92,26,2024-08-16 13:23:00
2888170c-711a-44e4-b080-600e8faf1b55,21,67,20240824,184.41,4,2024-08-24 09:28:00
ab6ba852-c218-43ff-bc0b-f88ae7f539ff,44,840,20240709,1670.53,4,2024-07-09 13:05:00
877880e2-a8d3-4e5f-ad91-d02000170bc9,49,552,20240730,952.0,17,2024-07-30 07:11:00
f3ba2ce9-41e9-46db-b839-bb82a031d39f,33,107,20240616,404.8,24,2024-06-16 23:40:00
d129ccfe-a386-46f4-a9c4-b8ff297b560f,24,80,20241104,1702.72,1,2024-11-04 05:47:00
8befea8f-43be-41cb-9618-c537a0497963,13,640,20240805,1480.24,27,2024-08-05 15:58:00
2fe49708-a52e-401d-b5c2-eb7975b2983c,2,143,20240714,1214.65,42,2024-07-14 22:20:00
a90112aa-d3f3-4064-b9bd-8d391b528201,40,228,20240612,1725.87,4,2024-06-12 10:03:00
e6831d6a-e923-4018-8319-27135c981a0b,8,203,20240703,1578.34,10,2024-07-03 06:58:00
cbea1c75-8657-4e4d-bf0e-4208457fef72,30,408,20241115,285.35,48,2024-11-15 03:49:00
85109b7e-9353-4e89-957d-89bb5e9aee53,29,306,20241026,1291.35,27,2024-10-26 07:22:00
17d610fc-eec2-4196-b145-f57fc7d9cf66,20,461,20241103,1889.53,45,2024-11-03 05:32:00
7b9deb16-b292-490f-8dc9-7fe9ff1b2c62,30,809,20241031,553.57,5,2024-10-31 22:08:00
1d5cb073-1956-40a6-ba94-1ba3923d5975,22,132,20240905,1605.14,5,2024-09-05 18:34:00
27a88424-0422-49c4-83e9-abb4d943e364,16,632,20240618,224.59,3,2024-06-18 12:26:00
33fe3b6b-dbee-43cf-86ca-a52f363eb7d5,34,915,20240812,1774.32,3,2024-08-12 10:49:00
6d64fddc-b727-44cb-a7f9-7b179c596236,17,435,20240813,1205.8,34,2024-08-13 13:22:00
56ada645-5362-4538-9627-05ab38d064ae,34,756,20240930,1416.84,15,2024-09-30 16:13:00
648b64ea-69bd-407f-97db-643411d845d7,10,509,20240925,456.16,14,2024-09-25 17:03:00
a6043489-da97-47ad-8ea7-4b1375b8005b,29,283,20241023,1948.54,46,2024-10-23 22:02:00
9df3d54e-5b5b-4255-99d1-0d390c3677b7,33,472,20240824,269.89,20,2024-08-24 19:39:00
b763001f-a050-4e85-accd-84f271b4e686,4,686,20240806,610.38,4,2024-08-06 17:34:00
6ef6e83c-a8bd-4dcb-b622-8124ef33b6e5,20,653,20240909,77.91,10,2024-09-09 02:30:00
6e1573c8-e276-47df-919c-6f2d8e1349e7,42,467,20240709,1705.25,26,2024-07-09 23:30:00
ddb64cd6-ef7b-4497-ab7e-b249da02a85c,35,755,20241012,1825.9,49,2024-10-12 22:11:00
9e60a222-c32e-4472-be4e-eb9d47cea01f,38,10,20240817,812.31,11,2024-08-17 20:23:00
a4b3ade5-30ef-4d3b-9809-79f109e21334,35,445,20240703,385.25,7,2024-07-03 00:47:00
f33a4278-f58a-4912-bd8f-c2700287ac0c,41,634,20240930,1193.95,18,2024-09-30 06:54:00
95b148fe-4bc0-465a-951e-648777bfd3c3,32,843,20240902,1542.34,14,2024-09-02 11:35:00
28ce5b3f-e543-48a7-9e6a-c766a756307e,50,857,20240927,576.87,20,2024-09-27 14:52:00
195eb497-20b3-47c2-bf7b-1fe94a1c89d5,17,844,20240801,1109.66,26,2024-08-01 17:30:00
bf58531f-a85b-49fc-ba64-fea2be47963f,21,611,20240611,1508.14,25,2024-06-11 05:47:00
7951ab3e-2563-47a3-ab7a-b3b9398a3217,30,468,20240827,1467.72,43,2024-08-27 11:04:00
337f4ebf-6fc0-475a-856d-8c22f2606679,46,68,20241025,495.71,23,2024-10-25 15:40:00
093ee9bc-25b1-428f-8bb1-9362e9821897,4,399,20241019,188.21,37,2024-10-19 01:20:00
9f14da72-376c-4492-8772-e1ec137cd219,7,349,20240829,1093.79,8,2024-08-29 22:10:00
2213a992-c7d1-4a3c-9160-a33aef487964,35,187,20240903,122.27,1,2024-09-03 04:32:00
5ef71f30-a49d-4a44-94ad-3d4b302229ff,39,468,20241109,408.0,37,2024-11-09 17:06:00
84eb29bf-5922-4587-9765-66c9b750a5f6,15,650,20240919,1705.99,19,2024-09-19 12:45:00
768aab16-ea10-4d74-aa66-d585e5c0850b,50,682,20240708,324.91,9,2024-07-08 05:59:00
e1a6d311-4ca2-48de-b603-13aacfd56538,27,749,20240821,1948.75,12,2024-08-21 01:40:00
1ab5b7b6-146a-410d-adb9-33761ffbf91b,42,335,20240831,1641.06,43,2024-08-31 13:03:00
50482f93-76d0-4d4f-b8bc-e9c0a27905bf,40,267,20241124,1552.1,1,2024-11-24 22:52:00
fd5a7567-f749-4c0a-bb29-4aceb197c5d0,12,590,20240819,1110.42,26,2024-08-19 13:02:00
ef21cf3b-411c-45d6-bd4c-0119bd25e1bf,41,238,20240812,1932.05,12,2024-08-12 20:08:00
838f8e79-4646-4c30-8952-28c1a9a56881,26,446,20241126,427.15,41,2024-11-26 22:28:00
f5ebdeec-dbb8-4c9e-8f60-0a8c334a85ff,39,1000,20241112,1126.75,26,2024-11-12 09:07:00
df59422d-5b39-4b43-a1b2-667169bc4d06,18,677,20240928,1832.12,24,2024-09-28 01:21:00
8cf8ff1b-46e2-4027-a8cb-8c834d4ce1f4,50,633,20240804,1128.3,24,2024-08-04 09:54:00
7b759b14-df58-4ba7-b3a2-0ab78f74e972,15,19,20240905,1509.9,4,2024-09-05 01:51:00
adaf7f82-79d8-4b2f-afa5-d7ec7df32a14,1,408,20240718,97.51,4,2024-07-18 02:30:00
7421f947-44ac-430e-83d9-b48a709045d4,16,934,20240801,648.29,30,2024-08-01 18:08:00
d145674f-5238-4068-80d7-0e7ea7332942,29,37,20241021,411.33,43,2024-10-21 07:56:00
c91dc519-cd34-4a52-9ed5-79ca7118b945,11,680,20241125,687.33,1,2024-11-25 12:12:00
8e28d7bf-7093-4818-8c7a-47899615d6b1,23,715,20240927,782.01,15,2024-09-27 02:59:00
8b3a2761-7f0f-4597-bfd4-4f9ef53562ae,31,967,20240704,137.99,48,2024-07-04 22:24:00
ae16fd36-9da0-498d-b5c3-08b830c98d62,36,88,20240925,1969.76,35,2024-09-25 10:53:00
4397e9df-6c81-4cb6-a02a-a17bd2dd03fd,21,140,20240611,1160.94,16,2024-06-11 20:32:00
a59f958c-5d7d-484e-857d-2a89c1182c00,23,607,20241101,1149.25,22,2024-11-01 16:46:00
880ec322-0414-4fac-9c82-140735c7e93d,16,571,20240725,132.12,21,2024-07-25 01:10:00
9b215165-e918-4380-98be-991513283a9e,18,948,20240824,1483.7,44,2024-08-24 09:49:00
256458d9-a142-4b9b-bad1-43b7c5b6b496,29,650,20240927,100.83,6,2024-09-27 14:56:00
44847d69-0c78-4ad0-bff4-61f01f36e64c,21,886,20241018,159.84,5,2024-10-18 15:19:00
b53e0159-6e4a-4226-9d87-d072e2afa1cc,38,420,20240822,1263.84,50,2024-08-22 07:07:00
97b2782f-0409-4657-a048-effc0f1f9199,9,612,20241104,1260.57,40,2024-11-04 14:59:00
076c3c62-4034-4cec-b7a1-b853581d874d,31,726,20240706,1786.72,23,2024-07-06 06:03:00
41b6da58-fc54-4401-ad67-844c9ea50dbf,33,153,20240921,1985.11,16,2024-09-21 00:18:00
1b130601-b2db-4b33-93e1-e2f788c6f783,27,100,20241103,1826.23,2,2024-11-03 06:54:00
bfcad844-0b2b-44d5-bdc9-025e1440b8c9,48,904,20240629,1977.55,33,2024-06-29 10:04:00
b1b07535-f371-41f4-ae03-beed5a72ef73,6,895,20241015,213.28,1,2024-10-15 19:32:00
6f95713d-b62c-4c90-9047-110e1e5c2a18,50,342,20240720,1989.24,42,2024-07-20 08:56:00
0f09d125-c84a-4f9a-87e9-fcac329ac634,41,364,20241001,888.29,25,2024-10-01 23:42:00
17033d42-a197-41a9-9956-644111a9548e,50,653,20240704,1854.3,5,2024-07-04 00:27:00
b3293f8e-826d-426f-a3c8-67af558b507b,7,70,20241112,330.41,17,2024-11-12 17:08:00
7780dd89-1e6e-4ce2-a914-1f79bbfa5b8a,46,210,20241104,1506.29,37,2024-11-04 21:22:00
51d47914-a72f-4718-948e-b9ac6af5b19a,47,220,20240811,792.14,23,2024-08-11 14:20:00
7109e849-1d15-49a2-bb45-c3bdb8ca3d37,18,647,20240806,1111.11,1,2024-08-06 05:26:00
24cf1b21-eab8-4a16-9743-f03962dda3a8,2,162,20240716,1065.44,45,2024-07-16 10:55:00
0f3da216-a35e-4bf3-a75d-0fd672945676,17,357,20241005,410.85,28,2024-10-05 10:51:00
35f03955-d055-4b65-be92-3513cbb0f74a,31,756,20240721,611.46,15,2024-07-21 06:18:00
4f8f8e6d-7b72-4c42-b7e5-2b03a7bf8b22,33,838,20241008,800.48,37,2024-10-08 23:22:00
f401a41e-1e1e-4d68-9667-b13223b21d35,47,224,20240619,834.29,25,2024-06-19 14:44:00
